Invoice_ID,Date,Company_Name,Company_Address,City,State,Product,Quantity,Unit_Price_INR,Sales_Value_INR,discount_pct,year,month,day,weekday,weekend,quarter,sales_per_quantity,price_category,season,sentiment_score
FLP100011,2023-06-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kalyan-Dombivli,Assam,tv,19.0,62811.0,1193409.0,25.0,2023,6,1,3,0,2,62811.0,High,Q2,0.5666666666666667
FLP100012,2023-08-20,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Faridabad,Himachal Pradesh,tv,27.0,5116.0,138132.0,10.0,2023,8,20,6,1,3,5116.0,High,Q3,0.85
FLP100013,2022-12-05,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Parbhani,Odisha,smart watch,17.0,63602.0,1081234.0,10.0,2022,12,5,0,0,4,63602.0,High,Q4,0.638095238095238
FLP100014,2025-08-09,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Dharmavaram,Uttar Pradesh,tablet,20.0,69384.0,1387680.0,15.0,2025,8,9,5,1,3,69384.0,High,Q3,0.85
FLP100015,2025-07-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Gwalior,Manipur,shoes,11.0,1944.0,21384.0,12.0,2025,7,16,2,0,3,1944.0,Medium,Q3,0.85
FLP100016,2025-04-25,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Coimbatore,Maharashtra,shoes,21.0,67507.0,1417647.0,10.0,2025,4,25,4,0,2,67507.0,High,Q2,0.85
FLP100017,2024-11-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Haldia,Gujarat,books,18.0,78485.0,1412730.0,20.0,2024,11,3,6,1,4,78485.0,High,Q4,0.5666666666666667
FLP100018,2023-12-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jodhpur,Gujarat,refrigerator,22.0,55284.0,1216248.0,15.0,2023,12,3,6,1,4,55284.0,High,Q4,0.85
FLP100019,2023-11-11,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Giridih,Himachal Pradesh,laptop,2.0,24084.0,48168.0,5.0,2023,11,11,5,1,4,24084.0,High,Q4,0.06904761904761905
FLP100020,2023-09-25,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Saharsa,Bihar,headphones,22.0,34626.0,761772.0,12.0,2023,9,25,0,0,3,34626.0,High,Q3,0.85
FLP100021,2022-11-17,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kavali,Rajasthan,shoes,11.0,72940.0,802340.0,20.0,2022,11,17,3,0,4,72940.0,High,Q4,0.5666666666666667
FLP100022,2025-12-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ranchi,West Bengal,shoes,3.0,60169.0,180507.0,20.0,2025,12,16,1,0,4,60169.0,High,Q4,0.06904761904761905
FLP100023,2024-03-19,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kolhapur,Telangana,mobile,25.0,44354.0,1108850.0,5.0,2024,3,19,1,0,1,44354.0,High,Q1,0.85
FLP100024,2022-01-23,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhopal,Gujarat,refrigerator,19.0,11854.0,225226.0,12.0,2022,1,23,6,1,1,11854.0,High,Q1,0.85
FLP100025,2021-01-27,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Singrauli,Uttarakhand,smart watch,29.0,46426.0,1346354.0,15.0,2021,1,27,2,0,1,46426.0,High,Q1,0.638095238095238
FLP100026,2023-04-11,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhind,Rajasthan,mobile,18.0,65968.0,1187424.0,0.0,2023,4,11,1,0,2,65968.0,High,Q2,0.85
FLP100027,2024-08-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Udaipur,Haryana,smart watch,10.0,65151.0,651510.0,12.0,2024,8,1,3,0,3,65151.0,High,Q3,0.638095238095238
FLP100028,2024-01-20,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ratlam,Karnataka,headphones,16.0,23577.0,377232.0,5.0,2024,1,20,5,1,1,23577.0,High,Q1,0.85
FLP100029,2024-01-04,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Lucknow,West Bengal,books,15.0,49922.0,748830.0,20.0,2024,1,4,3,0,1,49922.0,High,Q1,0.5666666666666667
FLP100030,2021-04-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Dibrugarh,Bihar,books,1.0,17959.0,17959.0,15.0,2021,4,1,3,0,2,17959.0,High,Q2,0.06904761904761905
FLP100031,2022-01-31,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Navi Mumbai,Jharkhand,refrigerator,1.0,33901.0,33901.0,12.0,2022,1,31,0,0,1,33901.0,High,Q1,0.06904761904761905
FLP100032,2024-11-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Gulbarga,Bihar,shoes,9.0,57220.0,514980.0,0.0,2024,11,3,6,1,4,57220.0,High,Q4,0.85
FLP100033,2021-01-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Gandhinagar,Maharashtra,grocery pack,4.0,8506.0,34024.0,0.0,2021,1,1,4,0,1,8506.0,High,Q1,0.06904761904761905
FLP100034,2022-12-29,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Imphal,Odisha,laptop,23.0,11937.0,274551.0,10.0,2022,12,29,3,0,4,11937.0,High,Q4,0.85
FLP100035,2023-06-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",North Dumdum,Chhattisgarh,grocery pack,29.0,1422.0,41238.0,10.0,2023,6,7,2,0,2,1422.0,Medium,Q2,0.85
FLP100036,2023-02-13,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Anantapur,Chhattisgarh,shoes,3.0,71941.0,215823.0,25.0,2023,2,13,0,0,1,71941.0,High,Q1,0.06904761904761905
FLP100037,2021-03-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Saharanpur,Mizoram,books,11.0,34711.0,381821.0,5.0,2021,3,1,0,0,1,34711.0,High,Q1,0.85
FLP100038,2021-03-09,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Secunderabad,West Bengal,refrigerator,25.0,73908.0,1847700.0,12.0,2021,3,9,1,0,1,73908.0,High,Q1,0.85
FLP100039,2023-04-29,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ghaziabad,Mizoram,headphones,12.0,3418.0,41016.0,12.0,2023,4,29,5,1,2,3418.0,Medium,Q2,0.85
FLP100040,2025-12-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Darbhanga,Arunachal Pradesh,headphones,14.0,8720.0,122080.0,25.0,2025,12,16,1,0,4,8720.0,High,Q4,0.5666666666666667
FLP100041,2023-02-02,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Hazaribagh,Himachal Pradesh,laptop,22.0,31097.0,684134.0,20.0,2023,2,2,3,0,1,31097.0,High,Q1,0.5666666666666667
FLP100042,2025-08-17,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Karnal,Bihar,grocery pack,29.0,7791.0,225939.0,20.0,2025,8,17,6,1,3,7791.0,High,Q3,0.5666666666666667
FLP100043,2023-03-05,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Secunderabad,Andhra Pradesh,headphones,18.0,40429.0,727722.0,25.0,2023,3,5,6,1,1,40429.0,High,Q1,0.5666666666666667
FLP100044,2024-09-05,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Pondicherry,Rajasthan,shoes,25.0,38467.0,961675.0,20.0,2024,9,5,3,0,3,38467.0,High,Q3,0.5666666666666667
FLP100045,2023-01-25,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ahmednagar,Andhra Pradesh,refrigerator,5.0,70413.0,352065.0,10.0,2023,1,25,2,0,1,70413.0,High,Q1,0.85
FLP100046,2023-11-26,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Karnal,Karnataka,tablet,4.0,22163.0,88652.0,12.0,2023,11,26,6,1,4,22163.0,High,Q4,0.06904761904761905
FLP100047,2023-03-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhagalpur,Assam,headphones,14.0,8433.0,118062.0,25.0,2023,3,3,4,0,1,8433.0,High,Q1,0.5666666666666667
FLP100048,2023-07-21,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Eluru,Andhra Pradesh,refrigerator,22.0,3001.0,66022.0,12.0,2023,7,21,4,0,3,3001.0,Medium,Q3,0.85
FLP100049,2023-07-11,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bettiah,Goa,tv,28.0,59432.0,1664096.0,0.0,2023,7,11,1,0,3,59432.0,High,Q3,0.85
FLP100050,2023-05-29,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Guntakal,Kerala,headphones,26.0,4003.0,104078.0,10.0,2023,5,29,0,0,2,4003.0,Medium,Q2,0.85
FLP100051,2023-12-05,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Nadiad,Madhya Pradesh,grocery pack,11.0,68043.0,748473.0,15.0,2023,12,5,1,0,4,68043.0,High,Q4,0.85
FLP100052,2024-02-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Parbhani,Mizoram,grocery pack,5.0,45332.0,226660.0,10.0,2024,2,14,2,0,1,45332.0,High,Q1,0.85
FLP100053,2021-08-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Purnia,Assam,smart watch,18.0,48665.0,875970.0,25.0,2021,8,3,1,0,3,48665.0,High,Q3,0.4919642857142857
FLP100054,2024-03-13,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Tiruchirappalli,Himachal Pradesh,tv,11.0,12470.0,137170.0,15.0,2024,3,13,2,0,1,12470.0,High,Q1,0.85
FLP100055,2023-11-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Karnal,Mizoram,refrigerator,8.0,26943.0,215544.0,0.0,2023,11,3,4,0,4,26943.0,High,Q4,0.85
FLP100056,2022-06-26,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Pondicherry,Meghalaya,grocery pack,13.0,5939.0,77207.0,25.0,2022,6,26,6,1,2,5939.0,High,Q2,0.5666666666666667
FLP100057,2021-06-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhopal,Haryana,smart watch,7.0,66508.0,465556.0,5.0,2021,6,14,0,0,2,66508.0,High,Q2,0.638095238095238
FLP100058,2025-04-02,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bardhaman,Meghalaya,smart watch,29.0,2549.0,73921.0,12.0,2025,4,2,2,0,2,2549.0,Medium,Q2,0.638095238095238
FLP100059,2022-07-04,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Aligarh,Uttarakhand,laptop,19.0,30568.0,580792.0,0.0,2022,7,4,0,0,3,30568.0,High,Q3,0.85
FLP100060,2024-05-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Dehradun,Rajasthan,refrigerator,11.0,11276.0,124036.0,12.0,2024,5,14,1,0,2,11276.0,High,Q2,0.85
FLP100061,2024-02-10,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhiwani,Arunachal Pradesh,grocery pack,18.0,17793.0,320274.0,20.0,2024,2,10,5,1,1,17793.0,High,Q1,0.5666666666666667
FLP100062,2021-10-05,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Uluberia,Punjab,books,26.0,63733.0,1657058.0,5.0,2021,10,5,1,0,4,63733.0,High,Q4,0.85
FLP100063,2025-02-05,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhilwara,Madhya Pradesh,tv,13.0,3999.0,51987.0,5.0,2025,2,5,2,0,1,3999.0,Medium,Q1,0.85
FLP100064,2025-01-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Medininagar,West Bengal,books,27.0,76052.0,2053404.0,0.0,2025,1,1,2,0,1,76052.0,High,Q1,0.85
FLP100065,2022-11-29,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Phusro,Goa,grocery pack,13.0,29679.0,385827.0,5.0,2022,11,29,1,0,4,29679.0,High,Q4,0.85
FLP100066,2021-09-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Singrauli,Gujarat,tablet,20.0,1081.0,21620.0,15.0,2021,9,16,3,0,3,1081.0,Medium,Q3,0.85
FLP100067,2024-06-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Deoghar,Manipur,tablet,16.0,45309.0,724944.0,5.0,2024,6,1,5,1,2,45309.0,High,Q2,0.85
FLP100068,2021-09-08,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Firozabad,Tamil Nadu,refrigerator,23.0,7172.0,164956.0,12.0,2021,9,8,2,0,3,7172.0,High,Q3,0.85
FLP100069,2025-10-31,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ghaziabad,Odisha,shoes,15.0,47727.0,715905.0,12.0,2025,10,31,4,0,4,47727.0,High,Q4,0.85
FLP100070,2022-10-09,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Imphal,Maharashtra,books,12.0,28689.0,344268.0,25.0,2022,10,9,6,1,4,28689.0,High,Q4,0.5666666666666667
FLP100071,2022-12-04,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Tadepalligudem,Himachal Pradesh,headphones,26.0,25527.0,663702.0,12.0,2022,12,4,6,1,4,25527.0,High,Q4,0.85
FLP100072,2023-02-23,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kumbakonam,Uttarakhand,shoes,26.0,8484.0,220584.0,25.0,2023,2,23,3,0,1,8484.0,High,Q1,0.5666666666666667
FLP100073,2023-02-08,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Medininagar,Punjab,headphones,17.0,35096.0,596632.0,12.0,2023,2,8,2,0,1,35096.0,High,Q1,0.85
FLP100074,2025-10-20,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Amroha,Uttar Pradesh,refrigerator,18.0,49636.0,893448.0,15.0,2025,10,20,0,0,4,49636.0,High,Q4,0.85
FLP100075,2021-05-22,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Malda,West Bengal,laptop,30.0,39084.0,1172520.0,25.0,2021,5,22,5,1,2,39084.0,High,Q2,0.5666666666666667
FLP100076,2022-06-28,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Asansol,Meghalaya,refrigerator,17.0,79657.0,1354169.0,10.0,2022,6,28,1,0,2,79657.0,High,Q2,0.85
FLP100077,2021-04-23,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Haridwar,Bihar,tablet,13.0,7063.0,91819.0,20.0,2021,4,23,4,0,2,7063.0,High,Q2,0.5666666666666667
FLP100078,2023-03-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Saharanpur,Uttar Pradesh,books,10.0,14385.0,143850.0,0.0,2023,3,7,1,0,1,14385.0,High,Q1,0.85
FLP100079,2024-03-20,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Mahbubnagar,Maharashtra,smart watch,25.0,42858.0,1071450.0,12.0,2024,3,20,2,0,1,42858.0,High,Q1,0.638095238095238
FLP100080,2024-08-17,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Raichur,Arunachal Pradesh,books,15.0,35153.0,527295.0,5.0,2024,8,17,5,1,3,35153.0,High,Q3,0.85
FLP100081,2024-02-27,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Hindupur,Manipur,smart watch,19.0,45395.0,862505.0,12.0,2024,2,27,1,0,1,45395.0,High,Q1,0.638095238095238
FLP100082,2024-11-15,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bidhannagar,Mizoram,tablet,15.0,65966.0,989490.0,5.0,2024,11,15,4,0,4,65966.0,High,Q4,0.85
FLP100083,2022-07-18,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jorhat,Telangana,headphones,11.0,6692.0,73612.0,20.0,2022,7,18,0,0,3,6692.0,High,Q3,0.5666666666666667
FLP100084,2021-09-10,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Hazaribagh,Haryana,books,1.0,56414.0,56414.0,20.0,2021,9,10,4,0,3,56414.0,High,Q3,0.06904761904761905
FLP100085,2025-02-11,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Tezpur,Sikkim,grocery pack,5.0,62863.0,314315.0,20.0,2025,2,11,1,0,1,62863.0,High,Q1,0.85
FLP100086,2021-03-29,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bharatpur,Jharkhand,headphones,16.0,71329.0,1141264.0,5.0,2021,3,29,0,0,1,71329.0,High,Q1,0.85
FLP100087,2022-10-30,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jodhpur,Gujarat,smart watch,28.0,48767.0,1365476.0,12.0,2022,10,30,6,1,4,48767.0,High,Q4,0.638095238095238
FLP100088,2024-05-09,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Muzaffarnagar,Uttar Pradesh,books,28.0,4514.0,126392.0,20.0,2024,5,9,3,0,2,4514.0,Medium,Q2,0.5666666666666667
FLP100089,2023-10-30,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Raipur,Karnataka,tv,29.0,79125.0,2294625.0,15.0,2023,10,30,0,0,4,79125.0,High,Q4,0.85
FLP100090,2024-12-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Loni,Telangana,refrigerator,19.0,2126.0,40394.0,25.0,2024,12,16,0,0,4,2126.0,Medium,Q4,0.5666666666666667
FLP100091,2025-02-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kishanganj,Kerala,laptop,13.0,30128.0,391664.0,5.0,2025,2,3,0,0,1,30128.0,High,Q1,0.85
FLP100092,2025-11-21,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Dewas,Mizoram,headphones,9.0,37667.0,339003.0,5.0,2025,11,21,4,0,4,37667.0,High,Q4,0.85
FLP100093,2023-05-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Dehri,Sikkim,mobile,12.0,56002.0,672024.0,12.0,2023,5,3,2,0,2,56002.0,High,Q2,0.85
FLP100094,2024-05-28,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Gudivada,Gujarat,headphones,1.0,65417.0,65417.0,5.0,2024,5,28,1,0,2,65417.0,High,Q2,0.06904761904761905
FLP100095,2022-02-10,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Chinsurah,Odisha,grocery pack,2.0,35617.0,71234.0,5.0,2022,2,10,3,0,1,35617.0,High,Q1,0.06904761904761905
FLP100096,2021-12-06,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Mathura,Sikkim,smart watch,25.0,69929.0,1748225.0,20.0,2021,12,6,0,0,4,69929.0,High,Q4,0.4919642857142857
FLP100097,2022-09-13,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ranchi,Manipur,smart watch,16.0,61561.0,984976.0,12.0,2022,9,13,1,0,3,61561.0,High,Q3,0.638095238095238
FLP100098,2022-08-02,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ramagundam,Punjab,laptop,17.0,12379.0,210443.0,20.0,2022,8,2,1,0,3,12379.0,High,Q3,0.5666666666666667
FLP100099,2023-06-26,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Barasat,Goa,grocery pack,20.0,71729.0,1434580.0,25.0,2023,6,26,0,0,2,71729.0,High,Q2,0.5666666666666667
